,Name,TeamName,Nationality,Age,PlayedTime,Goals,Assists,YellowCards,RedCards,TacklesWon,AerialsWon,DuelsWon,ClearancesP90,TouchesP90,InterceptP90,PassesP90,PassesCompleted,AssistsP90,BigChances,DribblesP90,CrossesP90,PenaltyGoals,ShotsP90,TargetShotsP90,CleanSheets,SavesMade,PenaltySaves,MOM,GoalsP90,NonPenaltyGoalsP90,ShotsAccuracy,AvgRating
517,Lorenzo Tonelli,Sampdoria,Italy,30,705,0,0,4,0,69%,45%,54%,3.1,58.3,0.5,47.2,82%,0.00,0,0.8,0.3,0,0.6,0.3,1,0.0,0,0,0.00,0.00,40%,6.1
518,Ernesto Torregrossa,Brescia,Italy,28,1852,7,3,8,0,47%,40%,47%,1.1,45.7,0.2,23.0,66%,0.14,6,1.6,0.6,2,3.1,1.2,3,0.0,0,1,0.34,0.24,38%,6.3
519,Hamed Traoré,Sassuolo,Côte d’Ivoire,20,1574,4,1,3,0,46%,20%,44%,0.3,62.5,0.6,40.4,83%,0.05,0,1.6,4.9,0,2.6,1.3,5,0.0,0,0,0.23,0.23,50%,6.3
520,Amad Traoré,Atalanta,Côte d’Ivoire,18,24,1,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,-
521,Luca Tremolada,Brescia,Italy,28,14,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
522,Alessandro Tripaldelli,Sassuolo,Italy,21,134,0,0,0,0,100%,100%,69%,1.3,60.0,2.0,37.3,91%,0.00,0,0.7,2.7,0,0.0,0.0,0,0.0,0,0,0.00,0.00,0%,6.2
523,William Troost-Ekong,Udinese,Nigeria,27,2577,0,0,5,0,47%,60%,62%,4.6,47.8,1.1,36.9,81%,0.00,0,0.1,0.0,0,0.2,0.0,10,0.0,0,0,0.00,0.00,0%,6.2
524,Georgi Tunjov,SPAL,Estonia,19,280,0,0,0,0,60%,33%,30%,0.0,49.5,0.6,31.2,72%,0.00,0,1.0,4.5,0,1.9,0.0,1,0.0,0,0,0.00,0.00,0%,5.8
525,Stefano Turati,Sassuolo,Italy,19,180,0,0,0,0,-,100%,100%,1.0,32.5,0.0,22.5,84%,0.00,0,0.0,0.0,0,0.0,0.0,0,4.0,0,0,0.00,0.00,0%,6.8
526,Gennaro Tutino,Verona,Italy,24,223,0,0,0,0,-,34%,44%,0.0,44.8,0.8,29.9,68%,0.00,0,0.8,0.0,0,1.2,0.0,1,0.0,0,0,0.00,0.00,0%,5.7
527,Samir Ujkani,Torino,Kosovo,32,90,0,0,0,0,-,-,-,1.0,53.0,0.0,47.0,83%,0.00,0,0.0,0.0,0,0.0,0.0,0,3.0,0,0,0.00,0.00,0%,5.9
528,Cengiz Ünder,Roma,Turkey,23,873,3,0,2,0,67%,57%,63%,0.6,54.0,0.7,30.9,78%,0.00,3,3.4,4.8,0,2.8,0.9,2,0.0,0,0,0.31,0.31,33%,6.4
529,Mirko Valdifiori,SPAL,Italy,34,1399,0,3,5,0,47%,74%,59%,1.6,67.5,0.3,54.0,86%,0.19,3,0.5,4.9,0,0.3,0.1,3,0.0,0,0,0.00,0.00,50%,6.3
530,André Silva,Milan,Portugal,25,61,0,0,1,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,6.0
531,Borja Valero,Inter,Spain,35,925,2,0,4,0,39%,38%,47%,0.8,64.5,0.7,51.7,90%,0.00,2,0.7,0.3,0,1.1,0.3,7,0.0,0,2,0.20,0.20,27%,6.6
532,Mattia Valoti,SPAL,Italy,27,1531,3,1,7,0,62%,47%,54%,1.1,53.4,1.1,32.2,79%,0.06,2,1.8,1.3,0,1.8,0.7,2,0.0,0,0,0.18,0.18,35%,6.3
533,Gabriel,Lecce,Brazil,28,2998,0,0,4,0,50%,92%,85%,0.8,36.4,0.0,23.4,73%,0.00,0,0.0,0.0,0,0.0,0.0,2,4.7,2,4,0.00,0.00,0%,6.6
534,Denis Vavro,Lazio,Slovakia,24,318,0,0,0,0,75%,50%,48%,3.1,70.5,0.8,59.4,88%,0.00,0,0.3,0.0,0,0.8,0.0,2,0.0,0,0,0.00,0.00,0%,6.0
535,Matías Vecino,Inter,Uruguay,29,1280,2,2,4,0,63%,41%,44%,1.8,51.6,1.0,36.7,78%,0.14,1,0.3,1.3,0,2.0,0.6,7,0.0,0,1,0.14,0.14,32%,6.6
536,Lorenzo Venuti,Fiorentina,Italy,25,857,0,1,4,0,56%,50%,54%,1.7,61.9,1.1,43.1,83%,0.11,0,0.6,2.6,0,0.4,0.2,5,0.0,0,0,0.00,0.00,50%,6.2
537,Brayan Vera,Lecce,Colombia,21,149,0,1,0,0,25%,0%,28%,1.8,69.5,0.6,35.0,83%,0.60,0,0.6,6.0,0,2.4,0.0,1,0.0,0,0,0.00,0.00,0%,5.8
538,Simone Verdi,Torino,Italy,28,2087,2,6,4,0,50%,50%,51%,0.1,54.8,0.2,32.4,78%,0.26,7,2.1,6.3,0,2.3,0.8,6,0.0,0,1,0.09,0.09,34%,6.3
539,Jordan Veretout,Roma,France,27,2633,6,0,6,0,51%,33%,48%,0.9,66.6,0.7,53.9,90%,0.00,5,1.0,2.6,5,1.0,0.4,7,0.0,0,1,0.21,0.04,45%,6.7
540,Valerio Verre,Verona,Italy,26,1784,3,2,4,0,62%,30%,38%,0.5,50.6,0.7,34.1,76%,0.10,4,0.5,1.4,2,2.1,0.7,9,0.0,0,0,0.15,0.05,34%,6.1
541,Francesco Vicari,SPAL,Italy,26,2902,0,0,4,0,48%,55%,53%,4.3,49.8,1.3,39.6,87%,0.00,0,0.0,0.0,0,0.3,0.1,3,0.0,0,0,0.00,0.00,25%,6.0
542,Ronaldo Vieira,Sampdoria,Guinea-Bissau,22,1819,0,1,11,1,60%,44%,41%,1.4,59.5,1.1,44.3,84%,0.05,0,0.6,1.5,0,1.5,0.3,7,0.0,0,0,0.00,0.00,23%,6.3
543,Mauro Vigorito,Lecce,Italy,30,422,0,0,1,0,-,100%,75%,2.3,39.0,0.0,25.2,72%,0.00,0,0.0,0.0,0,0.0,0.0,1,4.2,0,0,0.00,0.00,0%,6.6
544,Gonzalo Villar,Roma,Spain,22,292,0,0,3,0,60%,50%,56%,0.9,57.6,0.6,43.5,92%,0.00,0,2.8,0.0,0,0.6,0.6,1,0.0,0,0,0.00,0.00,100%,6.4
545,Luigi Vitale,Verona,Italy,33,39,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,2,0,0,0,0,0,-,6.1
546,Mattia Viviani,Brescia,Italy,20,340,0,0,0,0,33%,0%,41%,0.5,59.6,2.4,49.1,84%,0.00,1,0.8,0.8,0,0.8,0.0,2,0.0,0,0,0.00,0.00,0%,5.9
547,Dušan Vlahović,Fiorentina,Serbia,20,1488,6,0,4,1,33%,40%,44%,0.3,41.1,0.4,18.7,67%,0.00,1,1.6,0.8,1,3.9,1.1,7,0.0,0,0,0.36,0.31,29%,6.2
548,Giacomo Vrioni,Juventus,Albania,22,11,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
549,Sebastian Walukiewicz,Cagliari,Poland,20,1167,0,0,1,0,50%,39%,58%,2.9,58.1,1.2,44.7,87%,0.00,0,0.8,0.3,0,0.1,0.0,4,0.0,0,1,0.00,0.00,0%,6.3
550,Maya Yoshida,Sampdoria,Japan,32,1186,0,1,1,0,100%,68%,52%,5.3,55.0,2.2,43.3,85%,0.07,0,0.1,0.1,0,0.4,0.1,2,0.0,0,1,0.00,0.00,20%,6.5
